ROUTE,STOPNAME,TAZ_Distri
27,NW 27 AV NW 88 ST,11
27,NW 27 AV NW 87 ST,11
27,NW 27 AV NW 83 ST,11
27,NW 27 AV NW 80 ST,11
27,NW 27 AV NW 79 ST,11
27,NW 27 AV NW 77 ST,11
27,NW 27 AV NW 75 ST,11
27,NW 27 AV NW 73 ST,12
27,NW 27 AV NW 71 ST,12
27,NW 27 AV NW 68 ST,12
27,M L KING JR STATION 6205 NW,12
27,NW 27 AV NW 62 ST,12
27,NW 27 AV NW 60 ST,12
27,NW 27 AV NW 58 ST,12
27,NW 27 AV NW 56 ST,12
27,NW 27 AV NW 54 ST,12
27,BROWNSVILLE STA 5200 NW 27 A,12
27,NW 27 AV NW 50 ST,12
27,NW 27 AV NW 48 ST,12
27,NW 27 AV NW 46 ST,12
27,NW 27 AV NW 43 TE,12
27,NW 27 AV NW 41 ST,12
27,NW 27 AV NW 36 ST,12
27,NW 27 AV NW 34 ST,13
27,NW 27 AV NW 32 ST,13
27,NW 27 AV NW 31 ST,13
27,NW 27 AV NW 28 ST,13
27,NW 27 AV NW 26 ST,13
27,NW 27 AV NW 23 ST,13
27,NW 27 AV NW 21 TE,13
27,NW 27 AV NW 17 ST,22
27,NW 27 AV NW 14 ST,22
27,NW 27 AV NW 9 ST,22
27,NW 27 AV NW 4 TE,30
27,NW 27 AV NW 3 ST,30
27,NW 27 AV NW 1 ST,30
27,SW 27 AV W FLAGLER ST,30
27,SW 27 AV SW 3 ST,30
27,SW 27 AV SW 4 ST,30
27,SW 27 AV SW 6 ST,30
27,SW 27 AV SW 8 ST,17
27,SW 27 AV SW 10 ST,17
27,SW 27 AV SW 12 ST,17
27,SW 27 AV SW 14 ST,17
27,SW 27 AV SW 16 ST,17
27,SW 27 AV SW 17 ST,17
27,SW 27 AV SW 19 ST,17
27,SW 27 AV SW 20 ST,17
27,SW 27 AV SW 23 ST,17
27,SW 27 AV SW 24 ST,17
27,SW 27 AV SW 25 TE,17
27,SW 27 AV SW 26 ST,17
27,SW 27 AV SW 27 ST,17
27,COCONUT GROVE STA 2780 S,17
27,COCONUT GROVE STA 2780 SW 27,17
27,COCONUT GROVE STA 2780 SW 27,17
27,SW 27 AV SW 27 ST,17
27,SW 27 AV SW 26 LN,17
27,SW 27 AV SW 25 TE,17
27,SW 27 AV SW 24 TE,17
27,SW 27 AV SW 23 ST,17
27,SW 27 AV SW 19 TR,17
27,SW 27 AV SW 19 ST,17
27,SW 27 AV SW 17 ST,17
27,SW 27 AV SW 16 ST,17
27,SW 27 AV SW 14 ST,17
27,SW 27 AV SW 12 ST,17
27,SW 27 AV SW 10 ST,17
27,SW 27 AV SW 8 ST,29
27,SW 27 AV SW 6 ST,29
27,SW 27 AV SW 4 ST,29
27,SW 27 AV SW 2 ST,29
27,NW 27 AV W FLAGLER ST,29
27,NW 27 AV NW 1 ST,29
27,NW 27 AV NW 3 ST,29
27,NW 27 AV NW 4 TE,29
27,NW 27 AV NW 9 ST,23
27,NW 27 AV NW 14 ST,23
27,NW 27 AV NW 16 ST,23
27,NW 27 AV NW 17 ST,23
27,NW 27 AV NW 24 ST,13
27,NW 27 AV NW 26 ST,13
27,NW 27 AV NW 28 ST,13
27,NW 27 AV NW 31 ST,13
27,NW 27 AV NW 33 ST,13
27,NW 27 AV NW 35 ST,13
27,NW 27 AV NW 36 ST,12
27,NW 27 AV NW 38 ST,12
27,NW 27 AV NW 41 ST,12
27,NW 27 AV NW 44 ST,12
27,NW 27 AV NW 46 ST,12
27,NW 27 AV NW 48 ST,12
27,NW 27 AV NW 50 ST,12
27,BROWNSVILLE STA 5200 NW 27 A,12
27,NW 27 AV NW 54 ST,12
27,NW 27 AV NW 56 ST,12
27,NW 27 AV NW 58 ST,12
27,NW 27 AV NW 59 ST,12
27,NW 27 AV NW 62 ST,12
27,M L KING JR STATION 6205 NW,12
27,NW 27 AV NW 66 ST,12
27,NW 27 AV NW 68 ST,12
27,NW 27 AV NW 71 ST,12
27,NW 27 AV NW 73 ST,12
27,NW 27 AV NW 75 ST,11
27,NW 27 AV NW 77 ST,11
27,NW 27 AV NW 79 TE,11
27,NW 27 AV NW 80 ST,11
27,NW 27 AV NW 83 ST,11
27,NW 27 AV # 8401,11
27,NW 27 AV NW 87 ST,11
27,NW 27 AV NW 91 ST,11
27,NW 27 AV NW 93 ST,11
27,NW 27 AV NW 95 ST,11
27,NW 27 AV NW 97 ST,11
27,NW 27 AV NW 99 ST,11
27,NW 27 AV NW 101 ST,11
27,NW 27 AV NW 103 ST,11
27,NW 27 AV NW 106 ST,11
27,NW 27 AV NW 108 ST,11
27,NW 27 AV NW 111 ST,11
27,NW 27 AV NW 113 ST,11
27,AT MDCC - NO TERMINAL,11
27,NW 27 AV NW 115 ST,11
27,NW 27 AV NW 116 ST,11
27,NW 27 AV NW 120 ST,11
27,NW 27 AV NW 122 ST,11
27,NW 27 AV # 12501,11
27,NW 27 AV NW 127 ST,11
27,NW 27 AV #12925,11
27,NW 27 AV NW 131 ST,11
27,NW 27 AV NW 136 ST,11
27,NW 27 AV # 13831,11
27,NW 27 AV ALI BABA AV,11
27,NW 27 AV DUNAD AV,11
27,NW 27 AV # 14851,11
27,NW 27 AV NW 154 ST,11
27,NW 27 AV NW 156 ST,11
27,NW 27 AV # 15851,11
27,NW 27 AV NW 163 ST,11
27,NW 27 AV NW 165 ST,11
27,NW 27 AV NW 171 ST,11
27,NW 27 AV NW 173 TE,11
27,NW 27 AV NW 177 ST,11
27,NW 27 AV NW 179 ST,11
27,NW 27 AV NW 183 ST,11
27,NW 183 ST NW 27 AV,11
27,NW 183 ST NW 28 PL,11
27,NW 183 ST NW 29 CT,11
27,NW 183 ST NW 32 AV,11
27,NW 183 ST # 3285,11
27,NW 183 ST NW 34 CT,11
27,NW 37 AV # 18451,11
27,NW 37 AV NW 187 ST,11
27,NW 37 AV NW 188 ST,11
27,NW 37 AV NW 191 ST,11
27,NW 37 AV NW 193 ST,11
27,NW 37 AV NW 194 ST,11
27,NW 37 AV NW 196 LA,11
27,NW 37 AV NW 199 ST,11
27,NW 37 AV # 20201,11
27,NW 37 AV NW 203 ST,11
27,NW 37 AV NW 207 DR,11
27,NW 37 AV NW 205 ST,11
27,NW 207 ST NW 37 AV,11
27,NW 207 ST NW 38 CT,11
27,NW 27 AV # 18405,11
27,NW 27 AV # 18601,11
27,NW 191 ST NW 27 AV,11
27,NW 191 ST NW 29 AV,11
27,NW 191 ST NW 29 PL,11
27,NW 191 ST NW 32 AV,11
27,NW 32 AV OP #19420,11
27,NW 32 AV NW 196 LA,11
27,NW 199 ST NW 32 AV,11
27,NW 199 ST NW 29 CT,11
27,NW 199 ST NW 27 CT,11
27,NW 27 AV NW 202 TE,11
27,NW 39 AV # 21010,11
27,NW 213 ST NW 39 AV,11
27,NW 213 ST NW 37 AV,11
27,NW 37 AV NW 207 ST,11
27,NW 37 AV NW 209 TE,11
27,NW 211 ST NW 37 AV,11
27,NW 211 ST NW 34 PL,11
27,NW 211 ST NW 34 AV,11
27,NW 211 ST NW 33 AV,11
27,NW 211 ST NW 32 AV,11
27,NW 211 ST NW 30 AV,11
27,NW 211 ST NW 28 CT,11
27,NW 211 ST NW 27 CT,11
27,NW 27 AV NW 211 ST,11
27,NW 207 ST NW 27 AV,11
277,GOLDEN GLADES TERMINAL,11
277,NW 7 AV NW 151 ST,11
277,NW 7 AV NW 135 ST,11
277,NW 7 AV NW 125 ST,11
277,NW 7 AV NW 120 ST,11
277,NW 7 AV NW 103 ST,11
277,NW 7 AV NW 95 ST,11
277,NW 7 AV LITTLE RIVER DR,11
277,NW 7 AV NW 79 ST,11
277,NW 7 AV NW 71 ST,10
277,NW 7 AV NW 62 ST,12
277,NW 7 AV NW 54 ST,12
277,NW 7 AV NW 35 ST,13
277,NW 7 AV NW 29 ST,13
277,NW 7 AV NW 20 ST,13
277,NW 7 AV NW 17 ST,13
277,NW 7 AV NW 11 ST,13
277,SW 1 ST SW 1 CT,20
277,NW 1 ST NW 1 AV,20
277,NW 1 ST NW 1 AV,20
277,NW 7 AV NW 11 ST,13
277,NW 7 AV NW 17 ST,13
277,NW 7 AV NW 20 ST,13
277,NW 7 AV NW 29 ST,13
277,NW 7 AV NW 36 ST,13
277,NW 7 AV NW 54 ST,10
277,NW 7 AV NW 62 ST,10
277,NW 7 AV NW 71 ST,10
277,NW 7 AV NW 79 ST,10
277,NW 7 AV LITTLE RIVER DR,10
277,NW 7 AV NW 95 TE,10
277,NW 7 AV NW 103 ST,10
277,NW 7 AV NW 119 ST,10
277,NW 7 AV NW 125 ST,10
277,NW 7 AV NW 135 ST,10
277,NW 7 AV NW 151 ST,10
277,GOLDEN GLADES TERMINAL,11
37,W 3 CT W 74 PL,11
37,W 3 CT W 71 ST,11
37,W 3 CT OP # 6875,11
37,W 2 CT # 6680,11
37,W 65 ST W 2 AV,11
37,W 65 ST W 1 AV,11
37,PALM AV W 64 TE,11
37,PALM AV W 62 ST,11
37,PALM AV W 60 ST,11
37,PALM AV W 58 ST,11
37,PALM AV W 55 ST,11
37,PALM AV W 53 TE,11
37,PALM AV W 51 ST,11
37,PALM AV W 49 ST,11
37,PALM AV W 4800,11
37,PALM AV # 4500,11
37,PALM AV W 43 ST,11
37,PALM AV W 41 ST,11
37,PALM AV APPROX # 3950,11
37,PALM AV W 37 ST,11
37,PALM AV W 34 ST,11
37,PALM AV W 32 ST,11
37,PALM AV W 30 ST,11
37,PALM AV W 28 ST,11
37,PALM AV W 26 ST,11
37,PALM AV W 23 ST,11
37,HIALEAH STA 115 E 21 ST,12
37,PALM AV W 21 ST,12
37,PALM AV W 19 ST,12
37,PALM AV W 17 ST,12
37,PALM AV W 15 ST,12
37,PALM AV W 13 ST,12
37,PALM AV W 11 ST,12
37,PALM AV W 9 ST,12
37,PALM AV W 8 ST,12
37,PALM AV W 7 ST,12
37,PALM AV W 6 ST,12
37,E 3 ST PALM AV,12
37,E 3 ST E 1 AV,12
37,E 2 AV HIALEAH DR,12
37,HIALEAH DR EUCALYPTUS DR,12
37,HIALEAH DR E 4 AV,12
37,SE 4 AV SE 3 ST,12
37,SE 4 AV PASH E HO WA DR,12
37,SE 4 AV E OKEECHOBEE RD,12
37,EAST DR S ROYAL POINCIANA BL,14
37,EAST DR EASTWARD DR,14
37,EAST DR LABARON DR,14
37,NW 36 ST MILLER DR,14
37,NW 36 ST LEE DR,14
37,NW 42 AV NW 36 ST,14
37,NW 42 AV NW 27 ST,25
37,MIAMI INTERNATIONAL AIRPORT,25
37,NW 37 AV NW 18 TE,25
37,NW 37 AV NW 17 ST,25
37,NW 37 AV NW 16 ST,25
37,NW 37 AV NW 14 ST,25
37,NW 37 AV NW 12 TE,25
37,NW 37 AV NW 11 ST,31
37,NW 37 AV NW 9 ST,31
37,NW 37 AV NW 7 ST,31
37,NW 37 AV NW 4 TE,31
37,NW 37 AV NW 2 ST,31
37,SW 37 AV W FLAGLER ST,31
37,SW 37 AV FONSECA AV,31
37,SW 37 AV MONTILLA AV,31
37,SW 37 AV SW 8 ST,17
37,SW 37 AV SANTILLANE AV,17
37,SW 37 AV SIDONIA AV,17
37,SW 37 AV MENORES AV,17
37,SW 37 AV ALHAMBRA CR,17
37,SW 37 AV MINORCA AV,17
37,SW 37 AV GIRALDA AV,17
37,SW 37 AV CORAL WAY,17
37,SW 37 AV SEVILLA AV,17
37,SW 37 AV MALAGA AV,17
37,SW 37 AV COCONUT GROVE DR,17
37,SW 37 AV SW 27 ST,17
37,SW 37 AV SW 28 ST,17
37,SW 37 AV SW 29 ST,17
37,SW 37 AV SW 40 ST,17
37,DOUGLAS RD STATION 3100 SW 3,9
37,SW 37 AV DAY AV,9
37,SW 37 AV PERCIVAL AV,9
37,SW 37 AV FLORIDA AV,9
37,SW 37 AV GRAND AV,9
37,SW 37 AV CHARLES TE,9
37,SW 37 AV KUMQUAT AV,9
37,SW 37 AV CRAWFORD AV,9
37,SW 37 AV POINCIANA AV,9
37,SW 37 AV LEAFY WY,9
37,SW 37 AV EL PRADO BD,9
37,SW 37 AV PINE AV,9
37,SW 37 AV PARK LN,9
37,INGRAHAM HY HARDEE RD,9
37,INGRAHAM HY MATHESON AV,9
37,INGRAHAM HY BATTERSEA RD,9
37,INGRAHAM HY RIDGEWOOD RD,9
37,INGRAHAM HY BRIGHTON PL,9
37,SW 72 ST COCOPLUM PLAZA,9
37,SW 72 ST GRANADA BD,9
37,SW 72 ST ALMANSA ST,9
37,SW 72 ST MINDELLO ST,9
37,SW 72 ST BARQUERA ST,9
37,SW 72 ST MAYNADA ST,9
37,SW 72 ST MENTONE ST,9
37,SW 72 ST TRIONFO ST,9
37,SW 72 ST SW 53 AV,9
37,SW 72 ST NERVIA ST,9
37,SW 72 ST YUMURI ST,9
37,SW 72 ST SW 57 AV,9
37,SW 72 ST SW 58 AV,9
37,SW 72 ST SW 61 AV,17
37,SW 62 AV SW 70 ST,17
37,SW 62 AV SW 68 ST,17
37,SW 62 AV SW 64 ST,17
37,SW 64 ST SW 60 AV,17
37,SW 59 PL SW 64 ST,17
37,SW 59 PL SW 67 ST,17
37,SW 59 PL SW 69 ST,17
37,SOUTH MIAMI STA 5949 SW,17
37,SOUTH MIAMI STA 5949 SW 72 S,17
37,SOUTH MIAMI STA 5949 SW 72 S,17
37,SW 59 PL SW 69 ST,17
37,SW 59 PL SW 68 ST,17
37,SW 59 PL SW 66 ST,17
37,SW 59 PL SW 64 ST,17
37,SW 64 ST SW 60 AV,17
37,SW 62 AV SW 64 ST,17
37,SW 62 AV SW 68 ST,17
37,SW 62 AV SW 70 ST,17
37,SW 72 ST SW 61 CT,17
37,SW 72 ST SW 58 AV,9
37,SW 72 ST SW 57 AV,9
37,SW 72 ST SW 54 AV,9
37,SW 72 ST SW 53 AV,9
37,SW 72 ST SW 52 AV,9
37,SW 72 ST MENTONE ST,9
37,SW 72 ST SW 49 AV,9
37,SW 72 ST SW 47 AV,9
37,SW 72 ST CAMARIN ST,9
37,SW 72 ST ALMANSA ST,9
37,SW 72 ST OLD CUTLER RD,9
37,EDGEWATER DR #200,9
37,EDGEWATER DR # 90,9
37,EDGEWATER DR DOUGLAS RD,9
37,SW 37 AV N PROSPECT RD,9
37,SW 37 AV BATTERSEA RD,9
37,SW 37 AV KLEBBA DR,9
37,SW 37 AV PARK LN,9
37,SW 37 AV OP PINE AV,9
37,SW 37 AV MAIN HY,9
37,SW 37 AV LEAFY WY,9
37,SW 37 AV POINCIANA AV,9
37,SW 37 AV PALMETTO AV,9
37,SW 37 AV KUMQUAT AV,9
37,SW 37 AV CHARLES AV,9
37,SW 37 AV GRAND AV,9
37,SW 37 AV OAK AV,9
37,SW 37 AV US 1,9
37,DOUGLAS RD STATION 3100 SW 3,9
37,SW 37 AV BIRD RD,17
37,SW 37 AV SW 29 ST,17
37,SW 37 AV SW 27 LN,17
37,SW 37 AV SW 26 TE,17
37,SW 37 AV SW 26 ST,17
37,SW 37 AV SW 24 TE,17
37,SW 37 AV SW 23 ST,17
37,SW 37 AV SW 22 ST,17
37,SW 37 AV SW 20 ST,17
37,SW 37 AV SW 17 ST,17
37,SW 37 AV SW 16 ST,17
37,SW 37 AV SW 14 ST,17
37,SW 37 AV SW 12 ST,17
37,SW 37 AV SW 9 TE,17
37,SW 37 AV SW 8 ST,30
37,SW 37 AV SW 4 ST,30
37,SW 37 AV W FLAGLER ST,30
37,NW 37 AV NW FLAGLER TE,30
37,NW 37 AV NW 2 TE,30
37,NW 37 AV NW 4 ST,30
37,NW 37 AV NW 7 ST,22
37,NW 37 AV NW 9 ST,22
37,NW 37 AV NW 11 ST,22
37,NW 37 AV NW 12 TE,22
37,NW 37 AV NW 14 TE,22
37,NW 37 AV NW 16 ST,22
37,NW 37 AV NW 17 ST,22
37,NW 37 AV NW 18 TE,22
37,NW 21 ST NW 37 AV,25
37,MIAMI INTERNATIONAL AIRPORT,25
37,NW 42 AV NW 25 ST,25
37,NW 42 AV NW 27 ST,25
37,NW 42 AV NW 28 ST,25
37,NW 42 AV NW 30 ST,25
37,SERVICE RD NW 42 AV,25
37,NW 36 ST COOLIDGE DR,14
37,NW 36 ST RAGAN ST,14
37,NW 36 ST FORREST DR,14
37,NW 36 ST EAST DR,14
37,EAST DR LABARON DR,14
37,EAST DR EASTWARD DR,14
37,EAST DR S ROYAL POINCIANA BD,14
37,HIALEAH DR E 4 AV,12
37,HIALEAH DR E 3 AV,12
37,E 2 AV HIALEAH DR,12
37,E 3 ST E 1 AV,12
37,E 1 AV E 5 ST,12
37,E 1 AV E 7 ST,12
37,E 1 AV E 9 ST,12
37,E 1 AV E 11 ST,12
37,E 1 AV E 14 ST,12
37,E 1 AV E 17 ST,12
37,E 1 AV E 19 ST,12
37,HIALEAH STA 115 E 21 ST,12
37,E 21 ST E 1 AV,12
37,PALM AV E 22 ST,11
37,PALM AV E 25 ST,11
37,PALM AV E 27 ST,11
37,PALM AV W 29 ST,11
37,PALM AV E 32 ST,11
37,PALM AV E 34 ST,11
37,PALM AV E 36 ST,11
37,PALM AV E 38 ST,11
37,PALM AV E 39 ST,11
37,PALM AV E 41 ST,11
37,PALM AV E 43 ST,11
37,PALM AV E 45 ST,11
37,PALM AV # 4735,11
37,PALM AV E 49 ST,11
37,PALM AV E 51 PL,11
37,PALM AV # 5385,11
37,PALM AV E 55 ST,11
37,PALM AV E 57 ST,11
37,PALM AV E 60 ST,11
37,PALM AV E 62 ST,11
37,PALM AV E 64 ST,11
37,W 65 ST W 1 AV,11
37,W 65 ST W 2 AV,11
37,W 2 CT # 6595,11
37,W 3 CT W 68 ST,11
37,W 3 CT W 71 ST,11
37,W 3 CT W 74 PL,11
37,W 4 AV W 75 ST,11
37,W 78 PL W 4 AV,11
37,W 78 RD W 2 CT,11
37,W 2 CT OP # 7575,11
37,W 2 CT W 74 PL,11
42,TRI RAIL STATION #480 ALI BA,11
42,OPA LOCKA BD ALI BABA AV,11
42,OPA LOCKA BD WEST DR,11
42,SINBAD AV OPA LOCKA BD,11
42,SINBAD AV SUPERIOR ST,11
42,NW 135 ST SINBAD AV,11
42,NW 135 ST NW 32 AV,11
42,NW 135 ST ALEXANDRIA DR,11
42,NW 135 ST CAIRO LA,11
42,NW 135 ST NW 38 CT,11
42,NW 135 ST OP # 4050,11
42,NW 42 AV NW 135 ST,11
42,NW 42 AV NW 132 ST,11
42,NW 42 AV # 12950,11
42,NW 42 AV NW 128 ST,11
42,NW 42 AV # 12620,11
42,NW 42 AV OP # 12601,11
42,E 8 AV # 5900,11
42,E 8 AV E 57 ST,11
42,E 8 AV E 55 ST,11
42,E 8 AV E 53 ST,11
42,E 8 AV E 51 ST,11
42,E 8 AV E 49 ST,11
42,E 8 AV E 47 ST,11
42,E 8 AV E 45 ST,11
42,E 8 AV E 43 ST,11
42,E 8 AV E 41 ST,11
42,E 8 AV E 39 ST,11
42,E 8 AV E 37 ST,11
42,E 8 AV E 35 ST,11
42,E 8 AV E 33 ST,11
42,E 8 AV E 31 ST,11
42,E 8 AV E 29 ST,11
42,E 8 AV E 27 ST,11
42,E 25 ST E 8 AV,11
42,E 25 ST E 9 AV,11
42,E 25 ST E 10 AV,11
42,E 25 ST E 11 AV,11
42,NW 37 AV NW 80 ST,11
42,NW 37 AV # 8303,11
42,E 8 AV E 25 ST,11
42,E 8 AV E 23 ST,11
42,E 8 AV E 21 ST,12
42,E 8 AV E 19 ST,12
42,E 8 AV E 17 ST,12
42,E 8 AV E 16 ST,12
42,E 8 AV E 13 ST,12
42,E 8 AV E 11 PL,12
42,E 8 AV E 9 ST,12
42,E 8 AV E 5 ST,12
42,NE 8 AV NE 3 PL,12
42,SE 8 AV HIALEAH DR,12
42,SE 8 AV SE 1 PL,12
42,SE 8 AV SE 3 PL,12
42,SE 8 AV SE 4 PL,12
42,SE 8 AV SE 6 PL,12
42,SE 8 AV SE 8 PL,12
42,SE 8 AV SE 10 PL,12
42,SE 8 AV OKEECHOBEE RD,12
42,MIA SPRINGS CIR N ROYAL,14
42,MIA SPRINGS CIR N ROYAL POIN,14
42,MIAMI SPRINGS CR CURTISS PY,14
42,SOUTH DR S ROYAL POINCIANA B,14
42,SOUTH DR MORNINGSIDE DR,14
42,SOUTH DR PINECREST DR,14
42,SOUTH DR EASTWARD DR,14
42,SOUTH DR LA BARON DR,14
42,SOUTH DR OAKWOOD DR,14
42,SOUTH DR NW 36 ST,14
42,NW 36 ST SOUTH DR,14
42,NW 36 ST LA VILLA DR,14
42,NW 36 ST MILLER DR,14
42,NW 36 ST LEE DR,14
42,NW 42 AV NW 36 ST,14
42,NW 42 AV NW 27 ST,25
42,MIAMI INTERNATIONAL AIRPORT,25
42,NW 42 AV NW 18 ST,25
42,NW 42 AV NW 11 ST,25
42,NW 42 AV NW 7 ST,31
42,NW 42 AV NW 4 ST,31
42,SW 42 AV W FLAGLER ST,31
42,SW 42 AV SW 2 TE,31
42,SW 42 AV SW 4 ST,31
42,SW 42 AV SW 8 ST,17
42,SW 42 AV SW 11 ST,17
42,SW 42 AV SW 13 TE,17
42,SW 42 AV SW 15 ST,17
42,SW 42 AV MADEIRA AV,17
42,SW 42 AV NAVARRE AV,17
42,SW 42 AV GIRALDA AV,17
42,SW 42 AV CORAL WY,17
42,SW 42 AV ANDALUSIA AV,17
42,SW 42 AV ALMERIA AV,17
42,SW 42 AV SEVILLA AV,17
42,SW 42 AV MALAGA AV,17
42,SW 42 AV UNIVERSITY DR,17
42,SW 42 AV CAMILO AV,17
42,SW 42 AV ALEDO AV,17
42,SW 42 AV FLUVIA AV,17
42,SW 40 ST SW 42 AV,17
42,SW 40 ST SW 39 AV,17
42,SW 40 ST SW 37 AV,17
42,DOUGLAS RD STATION 3100,9
42,DOUGLAS RD STATION 3100 SW 3,17
42,DOUGLAS RD STATION 3100 SW 3,9
42,SW 40 ST PONCE DE LEON BD,17
42,SW 40 ST SALZEDO ST,17
42,SW 42 AV CANDIA AV,17
42,SW 42 AV VISCAYA AV,17
42,SW 42 AV CADIMA AV,17
42,SW 42 AV CAMILO AV,17
42,SW 42 AV UNIVERSITY DR,17
42,SW 42 AV CATALONIA AV,17
42,SW 42 AV ALMERIA AV,17
42,SW 42 AV ANDALUSIA AV,17
42,SW 42 AV CORAL WY,17
42,SW 42 AV ARAGON AV,17
42,SW 42 AV ALCAZAR,17
42,SW 42 AV SW 16 TE,17
42,SW 42 AV SW 15 ST,17
42,SW 42 AV SW 13 ST,17
42,SW 42 AV SW 10 ST,17
42,SW 42 AV SW 8 ST,31
42,SW 42 AV SW 5 TE,31
42,SW 42 AV SW 4 ST,31
42,SW 42 AV SW 2 ST,31
42,SW 42 AV W FLAGLER ST,31
42,NW 42 AV NW 2 ST,31
42,NW 42 AV NW 4 ST,31
42,NW 42 AV NW 5 ST,31
42,NW 42 AV NW 7 ST,31
42,NW 42 AV NW 11 ST,31
42,NW 42 AV NW 14 ST,25
42,MIAMI INTERNATIONAL AIRP,25
42,MIAMI INTERNATIONAL AIRPORT,25
42,NW 42 AV NW 25 ST,25
42,NW 42 AV NW 27 ST,25
42,NW 42 AV NW 28 ST,25
42,NW 42 AV NW 30 ST,25
42,OKEECHOBEE RD LE JEUNE RD,14
42,MIA SPRINGS CIR N ROYAL,14
42,MIA SPRINGS CIR N ROYAL POIN,14
42,SE 8 AV SE 11 PL,12
